PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_azo,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
16027444,Active,81.0,CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)OCC3=CC(=O)N4C(=N3)SC(=N4)C5CC5,12.430247215723856,-0.5448761909620499,12.430247215723856,0.11797534685306688,0.43730830928827213,460.51500000000027,440.3550000000002,460.1205261200001,166,0.33801250074991523,-0.4555749221261452,0.4555749221261452,0.33801250074991523,1.121212121212121,1.9090909090909092,2.6363636363636362,32.133553884322225,10.117929113756063,2.2767269791451303,-2.075835481925331,2.409499026100574,-2.164226293683799,7.163169474919183,0.04674452361272299,1.2184983349697567,1420.6809499947908,22.949018510446816,17.77770527427509,18.594201855202815,15.95753013363016,10.510263780133572,11.326760361061298,7.971753881898392,8.959302845031006,5.250166461230861,6.321085705535137,3.3422744794927843,4.434340335536876,-3.8499999999999996,57990900.85538697,21.019786085915975,8.589562077183947,4.677657982041067,192.41908964797216,10.05365155780638,11.614505661365683,0.0,4.960872922772032,11.466446624403513,5.969305287951849,9.589074368143644,9.77851570501903,9.61407970191666,0.0,29.032971506554954,56.1635828563123,23.235110881003564,11.257379486545457,14.325937321943693,33.861530092693684,0.0,14.59805822286387,0.0,32.29016845621695,5.316788604006331,92.34301386207055,0.0,10.876055499058339,5.687386274683562,0.0,11.336785877934737,26.474543240167225,11.343744918312968,6.923737199690624,55.74052982694927,59.39184080022631,0.0,4.960872922772032,102.66,5.969305287951849,14.383611552215466,0.0,18.073328588916432,33.38699622185944,23.412718434401782,21.91855084001197,36.39820241076966,19.056471336613843,15.399448933254577,4.736862953800049,6.6344230112680584,1.3980648350535594,42.01875974718395,8.056724301681037,2.5362372018668067,-0.33966095698493914,15.04447634556818,2.1814262313759616,1.8028826163207257,0.0,0.20833333333333334,33,1,8,1,0,1,2,2,4,8,1,9,6,1,0,1,5,3.9461200000000023,123.80270000000004,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11350,Active,63.0,C1=CC=C(C=C1)C(CC2=CC(=C(C(=C2)I)O)I)C(=O)O,11.487953199798437,-0.8386191421012847,11.487953199798437,0.2514223251028809,0.6325740322099198,494.06600000000003,481.9700000000001,493.8875902439999,104,0.3108125379539227,-0.5057297577075603,0.5057297577075603,0.3108125379539227,1.1,1.65,2.15,126.91372261540627,9.919730535489197,2.2055422277064727,-2.136835197816304,2.29676624534151,-2.1416816483535994,14.11371693538738,-0.13831277123181332,2.324117600253771,603.2657944113673,14.698306133819765,10.384513362185789,14.699509944538434,9.486071002992366,5.933838304890091,8.091336596066412,4.413703424315767,6.738084789090736,3.0165444180981553,4.661166384526629,2.0046430566623563,3.90174594022845,-0.8299999999999996,29894.187793053294,15.55679651322706,6.750280559899965,3.6294899512817596,143.85698951527385,10.213054789681411,5.749511833283905,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,30.33183534230805,74.86219999737934,0.0,13.058270588292187,15.007591973753234,51.15104654208796,0.0,0.0,0.0,12.338727669087403,0.0,60.73183700475606,5.749511833283905,0.0,0.0,5.749511833283905,45.181741254136114,16.182360077633263,11.21535880699783,7.140364542130793,17.044809029555385,42.46456947923127,0.0,0.0,57.53,11.887211334113243,15.007591973753234,0.0,5.749511833283905,6.4208216229260096,18.267267525524783,0.0,0.0,42.46456947923127,45.181741254136114,0.0,1.4753712102124803,4.104393839758126,11.487953199798437,19.187825582406212,1.6999485071806504,-1.1637312085327958,12.873209239547261,0.40836296296296304,0.0,0.0,0.13333333333333333,20,2,3,0,0,0,2,0,2,2,2,5,4,0,0,0,2,4.0123000000000015,94.06360000000004,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49867926,Active,63.0,CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N=C3NC5=CC(=CC(=C5)OC)OC)OC,13.452715485803646,-4.104695698763384,13.452715485803646,0.008162615044795096,0.1826822901893496,599.6690000000002,570.4370000000004,599.1838546480002,220,0.26265036855264573,-0.4965439164326078,0.4965439164326078,0.26265036855264573,0.7209302325581395,1.3488372093023255,1.9534883720930232,32.23327313558853,10.111802494214913,2.1991592240512694,-2.151091455535091,2.3141764279128108,-2.1627075236597397,7.923377456944965,0.10216826682908026,1.4059124157801786,1890.7913523237562,30.56190268556917,23.835068992901725,24.651565573829448,20.682534873448475,13.046052420633437,14.52921566822783,9.4042760955359,11.086678336945415,6.508502167944766,7.863348039592067,4.242813605226953,5.251914129198426,-5.359999999999999,3814880322.195075,29.14332524054588,12.249139922372732,6.596373519719826,248.46087703510395,24.844166069412807,17.248535499851716,11.635725555670057,0.0,15.930470882759089,0.0,9.51663204852391,18.385754026223353,0.0,0.0,18.19910120538483,61.0181252390805,35.13732524644895,37.2582775345829,27.422923029800906,49.97437042302879,0.0,9.967957041894417,0.0,11.819220675208399,36.685064696297346,96.05604194185656,17.248535499851716,29.566260933864896,23.01049810503718,17.248535499851716,0.0,45.622326379407454,10.023291153407584,6.923737199690624,15.921440167465814,89.82462243398034,0.0,11.033401435232523,140.76999999999998,10.023291153407584,13.212334168400758,0.0,22.438388760539336,45.22016097614836,5.563451491696996,45.59486089767904,54.59730361615449,12.990104268152233,25.323629114359164,14.210588861400147,45.4464523354559,0.0,21.867874128500212,5.8990200722044746,3.340626212167903,1.4710543695525977,23.180340888592063,0.0,1.881158142692886,0.49680718416729963,0.12903225806451613,43,3,11,0,0,0,4,1,5,9,3,12,10,0,0,0,5,5.7607200000000045,165.3013999999997,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,1,4,1,0,4,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14868,Active,62.0,C1=CC(=CC=C1NC(=O)C2=C(C(=CC(=C2)Br)Br)O)Br,12.099786824452003,-0.3733125472411183,12.099786824452003,0.085359557403208,0.682461219511321,449.924,441.86,446.810514796,98,0.2590002662477688,-0.5059265065700257,0.5059265065700257,0.2590002662477688,1.0,1.631578947368421,2.263157894736842,79.92079329641875,10.155423351123764,2.146042978519058,-2.0850597829077495,2.3171393631000305,-2.1178389324493083,9.109009338316563,0.1019432789852981,2.2738749441989676,626.5306103651783,13.991199352633215,9.453456920129257,14.211446537473371,8.96923425058676,5.220745395920922,7.599740204592979,3.7447964245727112,6.430484381330611,2.374894077884613,3.9658856085829477,1.4707206502031158,2.960293297319815,-0.8499999999999994,17247.576966017918,14.556847139185628,6.068334469508123,3.5819731373231525,134.9617002927295,10.423315998847038,5.749511833283905,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,31.859887795898697,52.32814630871901,14.63282530634839,10.03617100752941,9.901064578912528,59.38439769788312,0.0,0.0,0.0,0.0,5.316788604006331,55.3798124499639,5.749511833283905,5.316788604006331,5.687386274683562,5.749511833283905,47.78983169384804,11.013707124192212,0.0,0.0,10.357988675768818,49.816360958266905,0.0,0.0,49.33,0.0,9.901064578912528,0.0,17.220143054332407,14.63282530634839,4.472719515832414,0.0,24.26546827384644,12.13273413692322,53.10662029785438,0.0,2.096767080288906,9.799197974427502,12.099786824452003,12.597758618879652,0.8545062122071054,-0.4586721046443263,10.427322061055825,0.0,0.0,0.0,0.0,19,2,3,0,0,0,2,0,2,2,2,6,2,0,0,0,2,4.932000000000001,85.602,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4459676,Active,62.0,CCOC(=O)C1=CC=C(C=C1)NC2=NC3=CC=CC=C3N=C2NS(=O)(=O)C4=CC=C(C=C4)Cl,12.933640599096393,-3.9501303113322854,12.933640599096393,0.02603633132673555,0.3562587783087239,482.9490000000002,463.79700000000014,482.08155376800005,168,0.33760973103347763,-0.46239131151885715,0.46239131151885715,0.33760973103347763,0.9090909090909091,1.5151515151515151,2.121212121212121,35.495692430504,10.17832773452093,2.1901177172689312,-2.1394741524044822,2.2730959040290153,-2.1560895422562463,7.923365188713915,0.05261181711468195,1.6903194112605766,1409.113197298163,23.42407448406449,17.44894312779052,19.0213686547367,15.852505073103423,9.949105936828415,11.810233657432034,6.891774188722836,9.010612210604334,4.58429644684306,6.191118633829844,2.9991003551406523,4.134189036781868,-3.6899999999999995,26601752.70931433,22.502026983260762,9.433598176260318,5.213374619082347,195.20021218450654,10.05365155780638,0.0,11.635725555670057,0.0,10.023291153407584,5.969305287951849,4.722094864452088,23.180291210295177,0.0,0.0,23.733674027155736,67.58740788430673,10.710019588424888,28.099218366960212,17.949197122200808,55.95004959717809,0.0,9.967957041894417,0.0,11.819220675208399,16.645765432971338,83.38248962697766,0.0,10.038883468458419,17.323111830353618,0.0,11.600939890232516,30.96194127868812,14.760154107207633,0.0,17.28172587545944,77.6918882970571,5.022633313741326,11.033401435232523,110.28,15.992596441359433,13.212334168400758,0.0,23.13809099570075,27.30687251535441,0.0,24.26546827384644,49.38830667892189,6.06636706846161,20.006840510352838,16.337802844032566,33.3585399758239,5.8744397095032435,20.90158805357324,3.4963261549962974,2.085491215410013,-0.19518251123491814,19.441354133865147,0.0,2.0153513571731523,-3.9501303113322854,0.08695652173913043,33,2,8,0,0,0,3,1,4,7,2,10,7,0,0,0,4,5.004300000000002,127.47970000000001,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25154041,Active,62.0,CC1=CC(=NO1)CN2CCN(CC2)C3=C4C(=NC=C3Br)N=C(N4)C5=CC=C(C=C5)N6CCN(CC6)C,5.224955715008621,0.7424501506423407,5.224955715008621,0.7424501506423407,0.4019887489789422,551.493,520.2450000000002,550.180419712,188,0.17979354986542387,-0.3689661664580507,0.3689661664580507,0.17979354986542387,0.9722222222222222,1.6944444444444444,2.388888888888889,79.91873138321071,10.146420247566747,2.2352774591012494,-2.357398133089033,2.344330445017678,-2.4578817920293843,9.103711467585484,0.24155405312248293,1.1928802934273206,1333.9950196155858,24.64768912319608,20.744770577789474,22.330767116904177,17.530009778701594,12.509729732893762,13.302728002451115,9.768054088728137,10.622390987902655,7.207970965822114,7.788291609659575,5.112756267411798,5.664149542424037,-2.9499999999999997,315524306.6880507,23.448669708057555,9.835580766503718,4.722862165486648,218.75062923481929,24.20680265047199,17.10135263449063,5.647177220767728,0.0,0.0,0.0,4.899909730850478,9.967957041894417,0.0,0.0,5.156663257125445,54.166821354163595,82.41685605966842,15.854033785364436,4.523094936973348,38.46859438570046,0.0,29.908418281668023,0.0,13.4684936056032,69.20554269167873,52.455573843476444,11.387855989696924,9.799819461700956,11.374772549367124,0.0,15.929943897949348,89.31414151164583,6.544756405912575,6.923737199690624,11.454175413722904,45.52449336672689,0.0,22.551733928080914,80.56,0.0,0.0,0.0,0.0,0.0,103.06882278553297,5.687386274683562,0.0,19.18694783976531,81.96734337689476,9.507073457920557,6.207539471865882,3.7510067255736343,22.664917050165258,4.144648318514298,6.1748222368300025,1.7060903789562243,10.731631970299324,1.8643877644287996,10.822309881437791,2.1826462019287884,0.4230769230769231,36,1,9,0,2,2,1,3,4,8,1,10,5,0,2,2,6,3.7578200000000024,145.46469999999982,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,7,1,0,1,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
54728414,Active,62.0,C1=CC=C2C(=C1)C(=C(NS2(=O)=O)C(=O)NC3=CC=C(C=C3)C4=CC(=C(C=C4)Cl)Cl)O,12.624511679097719,-3.9638107281704316,12.624511679097719,0.06607872194036069,0.5214841512024533,461.3260000000001,447.21400000000017,460.00513328799997,152,0.2761299755089001,-0.5048674411920387,0.5048674411920387,0.2761299755089001,0.9,1.5666666666666667,2.2666666666666666,35.49826344636256,10.055073708099822,2.319454573911856,-2.2054122743018745,2.3059824477848196,-2.350274744697659,7.894449664480147,-0.11262327069790241,1.5914253369770397,1302.8365932730628,21.465890847321376,15.18698866445975,17.515343137424384,14.258857377976813,8.684028385736463,10.923120579349312,6.485627453207448,8.950851832934589,4.527691577303855,6.674599666068377,3.038143509908638,4.616243175064923,-2.9999999999999987,5567316.828331288,20.28,7.6795841209829865,3.7460978147762747,182.36777225473566,10.423315998847038,0.0,11.456204184712009,0.0,15.930470882759089,0.0,9.51663204852391,8.417796984328938,0.0,0.0,53.53371512277308,47.52510539416365,11.250837766380558,14.940750103000429,18.318861563241462,50.57890180956386,0.0,4.722094864452088,0.0,4.895483475517775,5.316788604006331,88.0357951853132,11.126902983393991,10.038883468458419,5.687386274683562,0.0,23.20187978046503,19.431504108521146,14.817828337479405,0.0,5.563451491696996,77.32256054165133,10.045266627482652,16.886067855050168,95.5,27.386675067471096,18.318861563241462,0.0,10.45893496721477,15.732652902166215,11.126902983393991,18.19910120538483,42.46456947923127,6.06636706846161,10.038883468458419,23.20187978046503,26.894609227559368,11.983780260166165,12.53194520919761,13.872538701874463,1.73703102657469,-1.223873411397415,17.973335269751104,0.0,0.0,-3.9638107281704316,0.0,30,3,6,0,1,1,3,0,3,4,3,9,3,0,0,0,4,4.817600000000002,116.83999999999999,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2333,Active,62.0,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,12.933560090702947,-0.12203703703703672,12.933560090702947,0.07344135802469154,0.5689383823931652,424.0879999999999,411.99199999999996,421.9153184439999,112,0.19675527215248917,-0.5055807816002578,0.5055807816002578,0.19675527215248917,1.1818181818181819,1.8181818181818181,2.4545454545454546,79.91976373591099,9.99127121514834,2.2180357277613125,-2.0567157430085072,2.352916838597118,-2.0341636748029464,9.10892261667821,0.10334042389568802,2.207612444438483,857.7365897543922,15.853006672199017,11.690847518770441,14.86284059699985,10.524075805453151,6.7566546858037,8.342651224918404,4.8675743560918985,6.57624815444094,3.495653392528215,4.704629899056723,2.4349724699462927,3.6214287051469705,-1.5899999999999999,129479.00537767608,15.311239944158608,5.8935932727369975,2.482626690271749,143.75016852808537,9.523678331894054,17.09277939380059,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,25.122838405075452,50.05898900128353,17.3704973290878,14.508890523361824,14.318215515965875,48.61237709837067,0.0,0.0,0.0,13.344558822616634,0.0,62.23079184470292,5.749511833283905,0.0,0.0,5.749511833283905,31.859887795898697,10.889772341205646,6.4208216229260096,0.0,28.605424786030877,49.76079237948784,0.0,10.969244356107037,50.44,0.0,9.901064578912528,0.0,11.532756779648844,37.836431198501515,5.386224214464796,0.0,12.13273413692322,31.18920547353706,31.859887795898697,4.417150937053347,6.718685962039137,6.5163057445200305,12.933560090702947,10.601931675460715,1.7777801660787778,0.6241079302091214,10.73702888870322,0.6350954270597129,1.9555041152263375,0.0,0.11764705882352941,22,1,3,0,0,0,2,1,3,3,1,5,3,0,0,0,3,5.456800000000003,92.53130000000002,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6918788,Active,62.0,COC1=C(C=CC(=C1)C=C(C#N)C(=O)NC2=NN=C(S2)C(F)(F)F)OCC3=C(C=C(C=C3)C(F)(F)F)C(F)(F)F,13.382306396655977,-5.101222592868612,13.382306396655977,0.023823117111208436,0.18471518065318115,596.4310000000003,583.3270000000003,596.056465256,212,0.4446121835970404,-0.4928466991458484,0.4928466991458484,0.4446121835970404,0.975,1.675,2.225,32.13358695991161,10.033353298133424,2.3822854273402925,-2.1704508288251936,2.3835864036188044,-2.143521141286322,7.150580788901064,-0.14349137822034994,1.803878961818917,1471.9283379588508,29.88010440969447,19.62487287095231,20.441369451880036,18.522555044624422,10.446176076217869,11.262672657145595,7.60048261955273,8.578003426918633,4.87749611843142,5.761010863243053,3.05925139482619,3.665149921037833,-4.330000000000001,296154750.9646837,30.214788058932417,11.418469547790059,7.403716221991724,222.00945338018988,9.473725907600098,18.24920780737446,11.49902366656781,10.139182176692099,5.907179729351506,18.528895552330425,10.111325788078153,0.0,44.775626983811875,10.197363616602075,23.469520014857956,35.90493987237732,5.563451491696996,18.236700524671523,53.781998520745304,28.451544193959457,5.261891554738487,10.197363616602075,0.0,25.13577751684334,12.426586145283864,69.23273660447968,17.568244979360085,14.790514511606428,44.64529390891272,11.49902366656781,11.336785877934737,23.214340887231113,29.93031470091516,11.33111286753076,27.261429663640747,41.97130694083893,0.0,6.076020106833881,97.13,63.445598428047205,49.570164167883696,0.0,34.46562810466116,12.13273413692322,6.076020106833881,25.30889874666236,6.069221312792274,5.316788604006331,10.197363616602075,9.473725907600098,127.21233717799693,0.039891390015572625,12.324134921729566,15.581535254427331,-4.014927815155361,-1.302144402583736,6.3697964783648615,-13.842275609632985,-0.7855743721717676,1.1672269770095904,0.21739130434782608,40,1,7,0,0,0,2,1,3,7,1,17,7,0,0,0,3,6.727780000000004,120.90270000000002,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,9,0,1,1,0,0,2,0,0,2,0,0,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135410529,Active,61.0,CCS(=O)(=O)C1=CC=CC(=C1)C(=O)NC2=CC(=C(C=C2)C3=NC4=CC=CC=C4S3)O,12.56737939546291,-3.407042912863098,12.56737939546291,0.005400376072273394,0.4701810455266273,438.53000000000014,420.3860000000002,438.07079905599994,152,0.25520366651107323,-0.5071379144532397,0.5071379144532397,0.25520366651107323,1.0666666666666667,1.8666666666666667,2.6,32.22789007692126,10.141019511336864,2.1561290675785854,-2.0879292441539388,2.361362814319351,-2.1288261469832532,7.909751810008541,0.10218757545845922,1.579097968324825,1327.5876041003905,21.302754140504845,15.993628385591666,17.626621547447115,14.369341825509029,9.203183569240487,11.67194537648837,6.6040498519972255,9.91294927611138,4.615275226318141,7.417205938864486,2.978382483280513,4.903871150229637,-3.229999999999999,7748012.258222005,20.05947391878774,7.888460277129839,3.9175798603250995,177.31311007554245,10.423315998847038,10.75713553013667,9.837253136417502,0.0,5.907179729351506,0.0,4.794537184071822,13.401775505276145,0.0,11.336785877934737,25.122838405075452,42.46456947923127,17.31720483484217,26.428409208046922,18.318861563241462,42.985225652472664,0.0,4.9839785209472085,0.0,11.819220675208399,11.06964221075312,72.29348924477472,16.320587021833667,5.316788604006331,5.687386274683562,5.749511833283905,11.336785877934737,30.168336236215147,9.837253136417502,0.0,17.28172587545944,71.62552122859549,0.0,20.787695822635122,96.36,15.744432865769006,18.318861563241462,0.0,21.961300407245464,16.258461463233324,10.216620634085363,35.60225415178118,25.122838405075452,24.26546827384644,10.30076712495354,0.0,25.11145399479638,1.4718085768440619,17.207813776882972,13.84667943799524,2.0479679773402037,-0.5105812511108421,18.4284814828821,0.0,1.553418917232985,-3.407042912863098,0.09090909090909091,30,2,6,0,0,0,3,1,4,6,2,8,5,0,0,0,4,4.714800000000004,118.84280000000003,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
44473151,Active,61.0,CCOC1=NC=C(C=C1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=NC=C(C=C5)C)C(=C3CC(C)(C)C(=O)O)SC(C)(C)C,12.376513267035808,-0.9580648923133221,12.376513267035808,0.09988923035455133,0.13668526683799936,637.8460000000003,594.5020000000003,637.2974278559999,240,0.3089605197216497,-0.48728159352811173,0.48728159352811173,0.3089605197216497,0.8913043478260869,1.6304347826086956,2.239130434782609,32.16679317642151,9.876385091431882,2.3252910771792377,-2.2396304004401584,2.440403745999962,-2.275794790922185,8.004579238511182,-0.14643646908165917,1.5438830518759112,1803.3553258566221,33.06190268556918,27.75582816806661,28.572324748994337,21.824650185205634,15.628069424164028,16.44456600509175,13.251775374073263,15.088892681160646,7.703812384097701,8.975846828054086,5.226797966313239,6.412796062724146,-4.3,11925333519.097485,33.07443799108447,13.591329727164284,7.909959171944783,275.55792407709816,19.14735295023216,12.356393797796823,0.0,5.879988336435371,0.0,5.969305287951849,9.77851570501903,4.9839785209472085,0.0,11.761884949391115,51.103046941379915,74.71713861616152,63.22844258788819,17.715800428758158,19.374790486512623,28.63411516942402,0.0,14.53505668968577,5.41499046939678,77.6811263199212,6.606881964512918,101.63848386939479,22.756403153113265,9.473725907600098,0.0,11.629500169719275,11.761884949391115,36.9647937902088,24.366997177423322,12.338727669087405,64.05718217123464,84.01920837182165,0.0,22.02982791547505,86.47000000000001,11.384295757348628,9.901064578912528,0.0,4.74702245321756,32.0593302942998,55.189582197367635,0.0,25.609359348772365,56.57299688491544,71.70447069952729,9.473725907600098,13.896305557389441,1.7708410608447982,22.36084606644459,11.209756711176226,6.269889904905478,0.5440501547490455,22.571745036119204,4.058585280685206,15.65131356101935,0.0,0.34210526315789475,46,1,7,0,0,0,2,3,5,7,1,8,12,0,0,0,5,8.976620000000002,185.91879999999946,1,0,0,0,0,3,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
